〇,ling
蘂,rui
蘃,rui
润,run
闰,run
橍,run
潤,run
閏,run
閠,run
弱,ruo
叒,ruo
嵶,ruo
楉,ruo
焫,ruo
爇,ruo
蒻,ruo
鄀,ruo
鰙,ruo
鰯,ruo
鶸,ruo
撒,sa
萨,sa
仨,sa
卅,sa
脎,sa
櫒,sa
薩,sa
訯,sa
隡,sa
靸,sa
馺,sa
腮,sai
赛,sai
噻,sai
嗮,sai
嘥,sai
毢,sai
簺,sai
賽,sai
顋,sai
乷,sha
三,san
散,san
伞,san
叁,san
馓,san
毵,san
俕,san
傘,san
厁,san
壭,san
弎,san
毶,san
毿,san
犙,san
糤,san
繖,san
閐,san
饊,san
鬖,san
桑,sang
丧,sang
嗓,sang
颡,sang
磉,sang
搡,sang
喪,sang
桒,sang
槡,sang
褬,sang
鎟,sang
顙,sang
扫,sao
嫂,sao
搔,sao
埽,sao
鳋,sao
臊,sao
瘙,sao
掃,sao
掻,sao
氉,sao
溞,sao
矂,sao
騒,sao
髞,sao
鰠,sao
鱢,sao
涩,se
瑟,se
啬,se
铯,se
穑,se
嗇,se
懎,se
擌,se
歮,se
渋,se
澀,se
澁,se
濇,se
濏,se
瀒,se
璱,se
瘷,se
穡,se
穯,se
繬,se
譅,se
轖,se
銫,se
鏼,se
飋,se
裇,xu
聓,xu
森,sen
鬙,seng
閪,se
杀,sha
啥,sha
傻,sha
砂,sha
煞,sha
鲨,sha
霎,sha
痧,sha
裟,sha
倽,sha
儍,sha
唦,sha
猀,sha
硰,sha
翜,sha
翣,sha
萐,sha
蔱,sha
閯,sha
鯊,sha
鯋,sha
晒,shai
曬,shai
簁,shai
山,shan
闪,shan
衫,shan
善,shan
扇,shan
删,shan
煽,shan
珊,shan
膳,shan
陕,shan
擅,shan
缮,shan
蟮,shan
跚,shan
鄯,shan
潸,shan
鳝,shan
骟,shan
疝,shan
讪,shan
舢,shan
傓,shan
僐,shan
刪,shan
剼,shan
圸,shan
墡,shan
搧,shan
敾,shan
晱,shan
椫,shan
樿,shan
檆,shan
澘,shan
灗,shan
熌,shan
狦,shan
睒,shan
磰,shan
笘,shan
繕,shan
羴,shan
羶,shan
覢,shan
訕,shan
謆,shan
譱,shan
赸,shan
軕,shan
邖,shan
鐥,shan
閃,shan
閊,shan
陝,shan
饍,shan
騸,shan
鱔,shan
上,shang
伤,shang
商,shang
赏,shang
晌,shang
墒,shang
熵,shang
觞,shang
绱,shang
殇,shang
丄,shang
傷,shang
恦,shang
慯,shang
殤,shang
滳,shang
緔,shang
蔏,shang
螪,shang
觴,shang
謪,shang
賞,shang
鑜,shang
鬺,shang
少,shao
烧,shao
稍,shao
邵,shao
韶,shao
劭,shao
潲,shao
艄,shao
筲,shao
卲,shao
娋,shao
弰,shao
旓,shao
柖,shao
焼,shao
燒,shao
玿,shao
蕱,shao
袑,shao
輎,shao
髾,shao
鮹,shao
社,she
设,she
慑,she
厍,she
畲,she
猞,she
麝,she
佘,she
厙,she
弽,she
慴,she
懾,she
捨,she
檨,she
欇,she
涻,she
舎,she
蔎,she
蛥,she
蠂,she
設,she
輋,she
騇,she
伸,shen
深,shen
婶,shen
神,shen
甚,shen
肾,shen
申,shen
绅,shen
呻,shen
砷,shen
娠,shen
诜,shen
矧,shen
渖,shen
蜃,shen
哂,shen
侁,shen
侺,shen
兟,shen
堔,shen
妽,shen
嬸,shen
屾,shen
峷,shen
弞,shen
愼,shen
扟,shen
昚,shen
曋,shen
柛,shen
榊,shen
氠,shen
燊,shen
珅,shen
甡,shen
甧,shen
瘆,shen
瘮,shen
眒,shen
眘,shen
瞫,shen
矤,shen
祳,shen
穼,shen
籶,shen
籸,shen
紳,shen
罧,shen
脤,shen
腎,shen
蓡,shen
薓,shen
裑,shen
覾,shen
訠,shen
訷,shen
詵,shen
讅,shen
谉,shen
邥,shen
鋠,shen
頣,shen
駪,shen
魫,shen
鯓,shen
鰰,shen
鵢,shen
剩,sheng
生,sheng
升,sheng
甥,sheng
牲,sheng
眚,sheng
笙,sheng
偗,sheng
剰,sheng
勝,sheng
呏,sheng
墭,sheng
憴,sheng
斘,sheng
昇,sheng
晠,sheng
曻,sheng
枡,sheng
榺,sheng
橳,sheng
殅,sheng
泩,sheng
渻,sheng
湦,sheng
焺,sheng
珄,sheng
竔,sheng
聖,sheng
聲,sheng
蕂,sheng
譝,sheng
貹,sheng
賸,sheng
鉎,sheng
鍟,sheng
阩,sheng
陞,sheng
陹,sheng
鵿,sheng
鼪,sheng
使,shi
十,shi
时,shi
室,shi
师,shi
试,shi
史,shi
虱,shi
矢,shi
驶,shi
始,shi
士,shi
世,shi
柿,shi
拭,shi
誓,shi
逝,shi
势,shi
嗜,shi
噬,shi
仕,shi
侍,shi
狮,shi
蚀,shi
视,shi
诗,shi
尸,shi
豕,shi
莳,shi
埘,shi
铈,shi
舐,shi
鲥,shi
鲺,shi
贳,shi
轼,shi
蓍,shi
筮,shi
炻,shi
弑,shi
丗,shi
乨,shi
佦,shi
兘,shi
冟,shi
勢,shi
卋,shi
呞,shi
呩,shi
塒,shi
奭,shi
嬕,shi
実,shi
寔,shi
屍,shi
峕,shi
嵵,shi
師,shi
弒,shi
恀,shi
揓,shi
旹,shi
時,shi
枾,shi
栻,shi
榁,shi
榯,shi
浉,shi
湜,shi
湤,shi
溡,shi
溮,shi
溼,shi
烒,shi
煶,shi
獅,shi
瑡,shi
眂,shi
眎,shi
眡,shi
睗,shi
祏,shi
竍,shi
笶,shi
簭,shi
籂,shi
絁,shi
舓,shi
葹,shi
蒒,shi
蒔,shi
蝨,shi
褷,shi
襫,shi
襹,shi
視,shi
觢,shi
試,shi
詩,shi
諡,shi
貰,shi
軾,shi
辻,shi
遈,shi
遾,shi
邿,shi
釈,shi
鈰,shi
鉂,shi
鉽,shi
鍦,shi
飠,shi
駛,shi
鮖,shi
鯴,shi
鰘,shi
鰣,shi
鰤,shi
鳲,shi
鳾,shi
鶳,shi
鸤,shi
鼫,shi
鼭,shi
兙,shike
瓧,shiwa
手,shou
收,shou
首,shou
守,shou
瘦,shou
授,shou
兽,shou
寿,shou
艏,shou
狩,shou
绶,shou
収,shou
垨,shou
壽,shou
夀,shou
獣,shou
獸,shou
痩,shou
綬,shou
膄,shou
书,shu
输,shu
梳,shu
叔,shu
束,shu
述,shu
蜀,shu
黍,shu
鼠,shu
赎,shu
孰,shu
蔬,shu
疏,shu
戍,shu
竖,shu
薯,shu
漱,shu
恕,shu
枢,shu
暑,shu
殊,shu
抒,shu
曙,shu
署,shu
姝,shu
秫,shu
纾,shu
沭,shu
毹,shu
塾,shu
殳,shu
倏,shu
倐,shu
婌,shu
尗,shu
怷,shu
掓,shu
書,shu
樹,shu
毺,shu
潄,shu
潻,shu
濖,shu
瀭,shu
焂,shu
璹,shu
疎,shu
癙,shu
竪,shu
糬,shu
紓,shu
絉,shu
綀,shu
荗,shu
蒁,shu
虪,shu
蠴,shu
裋,shu
豎,shu
贖,shu
踈,shu
軗,shu
輸,shu
鄃,shu
錰,shu
鏣,shu
陎,shu
鮛,shu
鱰,shu
鵨,shu
鶐,shu
鼡,shu
刷,shua
耍,shua
唰,shua
誜,shua
摔,shuai
甩,shuai
帅,shuai
蟀,shuai
帥,shuai
栓,shuan
闩,shuan
腨,shuan
閂,shuan
双,shuang
霜,shuang
爽,shuang
孀,shuang
塽,shuang
孇,shuang
慡,shuang
欆,shuang
灀,shuang
礵,shuang
縔,shuang
艭,shuang
鏯,shuang
騻,shuang
驦,shuang
骦,shuang
鷞,shuang
鸘,shuang
鹴,shuang
水,shui
睡,shui
帨,shui
氺,shui
涗,shui
涚,shui
脽,shui
裞,shui
顺,shun
吮,shun
瞬,shun
舜,shun
橓,shun
瞚,shun
蕣,shun
順,shun
鬊,shun
朔,shuo
搠,shuo
槊,shuo
蒴,shuo
矟,shuo
鎙,shuo
四,si
死,si
丝,si
私,si
嘶,si
饲,si
嗣,si
耜,si
驷,si
兕,si
蛳,si
厮,si
汜,si
泗,si
笥,si
咝,si
鸶,si
姒,si
缌,si
祀,si
澌,si
亖,si
価,si
俬,si
儩,si
凘,si
噝,si
娰,si
媤,si
孠,si
廝,si
恖,si
柶,si
楒,si
榹,si
泀,si
泤,si
洍,si
涘,si
瀃,si
牭,si
禗,si
禠,si
禩,si
竢,si
糹,si
絲,si
緦,si
罳,si
肂,si
蕬,si
蕼,si
螄,si
蟖,si
蟴,si
覗,si
貄,si
釲,si
鈻,si
鉰,si
銯,si
鐁,si
颸,si
飔,si
飤,si
飼,si
駟,si
騦,si
鷥,si
鼶,si
螦,sao
送,song
松,song
耸,song
宋,song
诵,song
怂,song
讼,song
竦,song
菘,song
淞,song
悚,song
嵩,song
凇,song
崧,song
倯,song
娀,song
嵷,song
庺,song
愯,song
慫,song
憽,song
枀,song
枩,song
柗,song
梥,song
檧,song
濍,song
硹,song
聳,song
訟,song
誦,song
鎹,song
餸,song
駷,song
鬆,song
艘,sou
擞,sou
嗾,sou
飕,sou
锼,sou
馊,sou
瞍,sou
螋,sou
傁,sou
凁,sou
廀,sou
廋,sou
捜,sou
擻,sou
櫢,sou
獀,sou
瘶,sou
蓃,sou
鄋,sou
醙,sou
鎪,sou
颼,sou
餿,sou
騪,sou
素,su
速,su
诉,su
塑,su
俗,su
苏,su
肃,su
粟,su
酥,su
僳,su
愫,su
簌,su
觫,su
稣,su
夙,su
嗉,su
谡,su
蔌,su
傃,su
囌,su
塐,su
嫊,su
憟,su
榡,su
樎,su
樕,su
櫯,su
殐,su
泝,su
溸,su
潥,su
玊,su
珟,su
璛,su
甦,su
穌,su
窣,su
粛,su
縤,su
肅,su
膆,su
藗,su
蘇,su
蘓,su
訴,su
謖,su
趚,su
蹜,su
遡,su
遬,su
鋉,su
餗,su
驌,su
骕,su
鯂,su
鱐,su
鷫,su
鹔,su
酸,suan
算,suan
蒜,suan
匴,suan
痠,suan
祘,suan
笇,suan
筭,suan
随,sui
碎,sui
虽,sui
穗,sui
遂,sui
髓,sui
祟,sui
谇,sui
濉,sui
邃,sui
燧,sui
亗,sui
倠,sui
哸,sui
夊,sui
嬘,sui
旞,sui
檖,sui
歳,sui
滖,sui
澻,sui
瀡,sui
煫,sui
璲,sui
瓍,sui
砕,sui
禭,sui
穂,sui
穟,sui
繐,sui
繸,sui
膸,sui
芕,sui
荾,sui
襚,sui
誶,sui
譢,sui
賥,sui
遀,sui
鐆,sui
鐩,sui
隨,sui
雖,sui
鞖,sui
髄,sui
损,sun
笋,sun
榫,sun
荪,sun
飧,sun
狲,sun
隼,sun
損,sun
搎,sun
槂,sun
猻,sun
箰,sun
蓀,sun
蕵,sun
薞,sun
鎨,sun
所,suo
锁,suo
琐,suo
索,suo
唢,suo
桫,suo
嗦,suo
娑,suo
傞,suo
嗩,suo
摍,suo
暛,suo
溑,suo
琑,suo
瑣,suo
簔,suo
莏,suo
蜶,suo
趖,suo
逤,suo
鎖,suo
鎻,suo
鏁,suo
鮻,suo
踏,ta
獭,ta
挞,ta
蹋,ta
溻,ta
榻,ta
遢,ta
闼,ta
侤,ta
嚃,ta
嚺,ta
墖,ta
崉,ta
撻,ta
榙,ta
毾,ta
涾,ta
澾,ta
濌,ta
獺,ta
祂,ta
禢,ta
褟,ta
誻,ta
譶,ta
蹹,ta
躢,ta
遝,ta
錔,ta
闒,ta
闥,ta
阘,ta
鞜,ta
鞳,ta
态,tai
胎,tai
苔,tai
泰,tai
酞,tai
汰,tai
炱,tai
肽,tai
跆,tai
鲐,tai
钛,tai
薹,tai
邰,tai
儓,tai
冭,tai
囼,tai
坮,tai
夳,tai
嬯,tai
孡,tai
忲,tai
態,tai
擡,tai
檯,tai
溙,tai
炲,tai
籉,tai
臺,tai
舦,tai
鈦,tai
颱,tai
鮐,tai
谈,tan
碳,tan
贪,tan
痰,tan
毯,tan
坦,tan
炭,tan
瘫,tan
谭,tan
坍,tan
钽,tan
郯,tan
嗿,tan
嘆,tan
埮,tan
墰,tan
墵,tan
壜,tan
婒,tan
怹,tan
憛,tan
憳,tan
憻,tan
擹,tan
暺,tan
曇,tan
榃,tan
歎,tan
湠,tan
璮,tan
癱,tan
罈,tan
罎,tan
舕,tan
菼,tan
藫,tan
談,tan
譚,tan
譠,tan
貚,tan
貪,tan
醓,tan
醰,tan
鉭,tan
躺,tang
堂,tang
糖,tang
塘,tang
唐,tang
搪,tang
棠,tang
膛,tang
螳,tang
羰,tang
醣,tang
瑭,tang
镗,tang
傥,tang
溏,tang
耥,tang
铴,tang
螗,tang
傏,tang
啺,tang
嘡,tang
坣,tang
戃,tang
摥,tang
曭,tang
榶,tang
漟,tang
煻,tang
爣,tang
矘,tang
磄,tang
禟,tang
篖,tang
糃,tang
糛,tang
膅,tang
蓎,tang
薚,tang
蝪,tang
赯,tang
蹚,tang
鄌,tang
鎕,tang
鎲,tang
鏜,tang
鐋,tang
钂,tang
镋,tang
隚,tang
鞺,tang
餹,tang
饄,tang
鶶,tang
鼞,tang
套,tao
掏,tao
逃,tao
讨,tao
淘,tao
滔,tao
绦,tao
萄,tao
鼗,tao
啕,tao
饕,tao
韬,tao
嫍,tao
幍,tao
弢,tao
慆,tao
搯,tao
槄,tao
瑫,tao
祹,tao
絛,tao
綯,tao
縚,tao
縧,tao
绹,tao
蜪,tao
裪,tao
討,tao
詜,tao
謟,tao
迯,tao
醄,tao
鋾,tao
鞀,tao
鞉,tao
鞱,tao
韜,tao
飸,tao
駣,tao
騊,tao
特,te
铽,te
蟘,te
鋱,te
疼,teng
腾,teng
藤,teng
誊,teng
滕,teng
儯,teng
幐,teng
漛,teng
籐,teng
籘,teng
縢,teng
虅,teng
謄,teng
邆,teng
霯,teng
駦,teng
騰,teng
驣,teng
鰧,teng
鼟,teng
唞,dou
替,ti
剃,ti
剔,ti
梯,ti
锑,ti
啼,ti
涕,ti
嚏,ti
惕,ti
屉,ti
醍,ti
鹈,ti
绨,ti
缇,ti
逖,ti
悌,ti
偍,ti
厗,ti
嗁,ti
崹,ti
悐,ti
惖,ti
戻,ti
挮,ti
掦,ti
殢,ti
漽,ti
瑅,ti
瓋,ti
稊,ti
籊,ti
綈,ti
緹,ti
蕛,ti
褅,ti
趧,ti
躰,ti
軆,ti
逷,ti
銻,ti
鍗,ti
騠,ti
骵,ti
髰,ti
鬀,ti
鮷,ti
鯷,ti
鳀,ti
鵜,ti
鷈,ti
天,tian
田,tian
添,tian
甜,tian
恬,tian
腆,tian
掭,tian
阗,tian
忝,tian
殄,tian
畋,tian
倎,tian
兲,tian
唺,tian
婖,tian
屇,tian
悿,tian
晪,tian
沺,tian
淟,tian
湉,tian
琠,tian
璳,tian
甛,tian
畑,tian
睓,tian
碵,tian
磌,tian
胋,tian
舚,tian
菾,tian
覥,tian
觍,tian
賟,tian
酟,tian
闐,tian
靔,tian
靝,tian
餂,tian
鴫,tian
鷆,tian
鷏,tian
黇,tian
条,tiao
迢,tiao
眺,tiao
龆,tiao
祧,tiao
鲦,tiao
宨,tiao
岧,tiao
岹,tiao
庣,tiao
旫,tiao
晀,tiao
朓,tiao
條,tiao
樤,tiao
祒,tiao
窱,tiao
聎,tiao
脁,tiao
芀,tiao
蓚,tiao
覜,tiao
趒,tiao
鋚,tiao
鎥,tiao
鞗,tiao
鰷,tiao
齠,tiao
贴,tie
帖,tie
萜,tie
餮,tie
蛈,tie
貼,tie
飻,tie
驖,tie
停,ting
挺,ting
厅,ting
亭,ting
艇,ting
庭,ting
廷,ting
莛,ting
婷,ting
梃,ting
霆,ting
侹,ting
厛,ting
圢,ting
嵉,ting
庁,ting
廰,ting
廳,ting
楟,ting
榳,ting
涏,ting
渟,ting
烶,ting
珽,ting
筳,ting
綎,ting
耓,ting
聤,ting
聴,ting
聼,ting
聽,ting
脡,ting
蝏,ting
誔,ting
諪,ting
邒,ting
閮,ting
鞓,ting
頲,ting
颋,ting
鼮,ting
同,tong
通,tong
痛,tong
铜,tong
桶,tong
捅,tong
统,tong
彤,tong
瞳,tong
茼,tong
仝,tong
砼,tong
恸,tong
佟,tong
嗵,tong
哃,tong
峂,tong
庝,tong
慟,tong
憅,tong
晍,tong
曈,tong
樋,tong
氃,tong
浵,tong
炵,tong
犝,tong
痌,tong
眮,tong
秱,tong
粡,tong
統,tong
綂,tong
蓪,tong
蚒,tong
鉖,tong
銅,tong
餇,tong
鮦,tong
鲖,tong
头,tou
偷,tou
偸,tou
妵,tou
敨,tou
紏,tou
蘣,tou
鍮,tou
頭,tou
黈,tou
图,tu
吐,tu
秃,tu
突,tu
徒,tu
凸,tu
途,tu
屠,tu
酴,tu
钍,tu
菟,tu
堍,tu
凃,tu
唋,tu
図,tu
圖,tu
圗,tu
圡,tu
堗,tu
峹,tu
嵞,tu
嶀,tu
庩,tu
廜,tu
捸,tu
揬,tu
汢,tu
涋,tu
湥,tu
痜,tu
瘏,tu
禿,tu
筡,tu
莵,tu
葖,tu
蒤,tu
迌,tu
釷,tu
鈯,tu
鋵,tu
鍎,tu
馟,tu
駼,tu
鵌,tu
鵚,tu
鵵,tu
鶟,tu
鷋,tu
鷵,tu
鼵,tu
疃,tuan
団,tuan
圕,tuan
慱,tuan
檲,tuan
煓,tuan
猯,tuan
糰,tuan
褖,tuan
貒,tuan
鏄,tuan
鷒,tuan
鷻,tuan
腿,tui
推,tui
退,tui
颓,tui
煺,tui
俀,tui
僓,tui
娧,tui
穨,tui
蓷,tui
藬,tui
蘈,tui
蹆,tui
蹪,tui
隤,tui
頹,tui
頺,tui
頽,tui
駾,tui
骽,tui
臀,tun
暾,tun
朜,tun
臋,tun
軘,tun
霕,tun
魨,tun
鲀,tun
黗,tun
托,tuo
妥,tuo
驼,tuo
椭,tuo
唾,tuo
鸵,tuo
柝,tuo
跎,tuo
庹,tuo
鼍,tuo
箨,tuo
砣,tuo
侂,tuo
咃,tuo
堶,tuo
岮,tuo
楕,tuo
槖,tuo
毤,tuo
毻,tuo
汑,tuo
涶,tuo
砤,tuo
碢,tuo
籜,tuo
紽,tuo
莌,tuo
袉,tuo
袥,tuo
託,tuo
讬,tuo
飥,tuo
饦,tuo
駝,tuo
駞,tuo
騨,tuo
驒,tuo
魠,tuo
鮀,tuo
鴕,tuo
鵎,tuo
鼉,tuo
鼧,tuo
屗,uu
徚,uu
曢,uu
朑,uu
桛,uu
毜,uu
毝,uu
毮,uu
烪,uu
焑,uu
燞,uu
癷,uu
稥,uu
聁,uu
艈,uu
蒊,uu
虲,uu
蝊,uu
袰,uu
鍂,uu
鐢,uu
闧,uu
霻,uu
挖,wa
瓦,wa
佤,wa
娲,wa
腽,wa
劸,wa
咓,wa
嗢,wa
媧,wa
屲,wa
搲,wa
攨,wa
溛,wa
漥,wa
瓲,wa
畖,wa
砙,wa
窊,wa
窪,wa
膃,wa
襪,wa
邷,wa
韈,wa
韤,wa
鼃,wa
外,wai
歪,wai
喎,wai
竵,wai
晚,wan
碗,wan
玩,wan
弯,wan
挽,wan
湾,wan
丸,wan
腕,wan
婉,wan
烷,wan
豌,wan
惋,wan
蜿,wan
绾,wan
芄,wan
琬,wan
纨,wan
剜,wan
畹,wan
倇,wan
刓,wan
卍,wan
卐,wan
唍,wan
埦,wan
塆,wan
壪,wan
岏,wan
帵,wan
彎,wan
忨,wan
抏,wan
捖,wan
晩,wan
晼,wan
杤,wan
梚,wan
椀,wan
潫,wan
灣,wan
琓,wan
盌,wan
睕,wan
笂,wan
紈,wan
綩,wan
綰,wan
翫,wan
貦,wan
贃,wan
贎,wan
輓,wan
鋔,wan
望,wang
忘,wang
往,wang
网,wang
旺,wang
妄,wang
辋,wang
魍,wang
惘,wang
罔,wang
仼,wang
尩,wang
尪,wang
尫,wang
彺,wang
徃,wang
暀,wang
朢,wang
棢,wang
瀇,wang
網,wang
莣,wang
菵,wang
蚟,wang
蛧,wang
蝄,wang
誷,wang
輞,wang
为,wei
未,wei
围,wei
喂,wei
胃,wei
微,wei
威,wei
伟,wei
卫,wei
危,wei
委,wei
魏,wei
唯,wei
畏,wei
惟,wei
巍,wei
谓,wei
潍,wei
纬,wei
慰,wei
萎,wei
苇,wei
渭,wei
葳,wei
帏,wei
艉,wei
鲔,wei
娓,wei
逶,wei
闱,wei
隈,wei
玮,wei
涠,wei
帷,wei
诿,wei
洧,wei
偎,wei
猥,wei
猬,wei
嵬,wei
軎,wei
韪,wei
薇,wei
痿,wei
偉,wei
儰,wei
喡,wei
喴,wei
圍,wei
墛,wei
壝,wei
媁,wei
媙,wei
媦,wei
寪,wei
峗,wei
峞,wei
崣,wei
嵔,wei
嶶,wei
幃,wei
徫,wei
愄,wei
愇,wei
懀,wei
捤,wei
揋,wei
揻,wei
暐,wei
梶,wei
椳,wei
楲,wei
洈,wei
浘,wei
渨,wei
湋,wei
溈,wei
潿,wei
濰,wei
烓,wei
煟,wei
熭,wei
爲,wei
犚,wei
犩,wei
瑋,wei
癓,wei
碨,wei
緭,wei
緯,wei
縅,wei
罻,wei
腲,wei
芛,wei
苿,wei
荱,wei
菋,wei
葦,wei
葨,wei
蓶,wei
蔿,wei
藯,wei
蘶,wei
蜲,wei
蝛,wei
蝟,wei
螱,wei
衛,wei
衞,wei
褽,wei
覣,wei
覹,wei
詴,wei
諉,wei
謂,wei
讆,wei
讏,wei
躗,wei
躛,wei
轊,wei
鄬,wei
鍏,wei
鍡,wei
鏏,wei
闈,wei
隇,wei
霨,wei
霺,wei
韑,wei
韙,wei
頠,wei
颹,wei
餵,wei
饖,wei
鮇,wei
鮠,wei
鮪,wei
鰃,wei
鰄,wei
鳂,wei
鳚,wei
问,wen
文,wen
闻,wen
稳,wen
吻,wen
蚊,wen
纹,wen
紊,wen
阌,wen
刎,wen
雯,wen
璺,wen
問,wen
塭,wen
妏,wen
彣,wen
抆,wen
搵,wen
桽,wen
榲,wen
殟,wen
溫,wen
炆,wen
珳,wen
瑥,wen
瘒,wen
穏,wen
穩,wen
紋,wen
聞,wen
肳,wen
脗,wen
芠,wen
蚉,wen
螡,wen
蟁,wen
豱,wen
鎾,wen
閺,wen
閿,wen
闅,wen
闦,wen
饂,wen
馼,wen
魰,wen
鰛,wen
鰮,wen
鳁,wen
鳼,wen
鴍,wen
鼤,wen
翁,weng
嗡,weng
瓮,weng
蓊,weng
塕,weng
奣,weng
嵡,weng
暡,weng
滃,weng
甕,weng
瞈,weng
罋,weng
聬,weng
螉,weng
鎓,weng
鶲,weng
鹟,weng
齆,weng
我,wo
窝,wo
卧,wo
沃,wo
蜗,wo
幄,wo
龌,wo
肟,wo
莴,wo
仴,wo
偓,wo
婐,wo
媉,wo
楃,wo
涹,wo
濣,wo
猧,wo
瓁,wo
瞃,wo
窩,wo
腛,wo
臥,wo
萵,wo
齷,wo
五,wu
屋,wu
物,wu
舞,wu
雾,wu
误,wu
捂,wu
悟,wu
钨,wu
武,wu
戊,wu
务,wu
呜,wu
伍,wu
午,wu
侮,wu
乌,wu
诬,wu
芜,wu
巫,wu
晤,wu
坞,wu
妩,wu
蜈,wu
牾,wu
寤,wu
兀,wu
怃,wu
邬,wu
忤,wu
骛,wu
鋈,wu
仵,wu
鹜,wu
迕,wu
焐,wu
庑,wu
鹉,wu
鼯,wu
浯,wu
圬,wu
乄,wu
俉,wu
倵,wu
儛,wu
剭,wu
呉,wu
啎,wu
嗚,wu
塢,wu
奦,wu
娬,wu
嫵,wu
屼,wu
岉,wu
嵨,wu
廡,wu
弙,wu
忢,wu
悞,wu
悮,wu
憮,wu
扤,wu
摀,wu
旿,wu
杇,wu
橆,wu
洖,wu
溩,wu
潕,wu
熃,wu
熓,wu
玝,wu
珷,wu
珸,wu
瑦,wu
璑,wu
甒,wu
矹,wu
碔,wu
祦,wu
窏,wu
窹,wu
箼,wu
粅,wu
茣,wu
莁,wu
蕪,wu
螐,wu
誈,wu
誣,wu
誤,wu
躌,wu
逜,wu
鄔,wu
鎢,wu
隖,wu
靰,wu
騖,wu
鯃,wu
鰞,wu
鴮,wu
鵐,wu
鵡,wu
鶩,wu
鷡,wu
鹀,wu
西,xi
细,xi
吸,xi
席,xi
稀,xi
溪,xi
熄,xi
膝,xi
息,xi
袭,xi
惜,xi
习,xi
嘻,xi
悉,xi
矽,xi
希,xi
檄,xi
晰,xi
媳,xi
硒,xi
烯,xi
隙,xi
汐,xi
犀,xi
蜥,xi
奚,xi
浠,xi
葸,xi
饩,xi
屣,xi
玺,xi
嬉,xi
禊,xi
兮,xi
翕,xi
穸,xi
禧,xi
僖,xi
淅,xi
蓰,xi
舾,xi
醯,xi
郗,xi
欷,xi
皙,xi
蟋,xi
羲,xi
曦,xi
樨,xi
粞,xi
熹,xi
觋,xi
鼷,xi
係,xi
俙,xi
傒,xi
凞,xi
匸,xi
卌,xi
卥,xi
厀,xi
唽,xi
噏,xi
嚱,xi
塈,xi
壐,xi
嬆,xi
屃,xi
屖,xi
嵠,xi
嶍,xi
巇,xi
徆,xi
徯,xi
忥,xi
怬,xi
恄,xi
悕,xi
惁,xi
憘,xi
憙,xi
晞,xi
晳,xi
暿,xi
枲,xi
桸,xi
椞,xi
榽,xi
橀,xi
橲,xi
氥,xi
渓,xi
漇,xi
漝,xi
潟,xi
澙,xi
焁,xi
焈,xi
焟,xi
熂,xi
熺,xi
熻,xi
燨,xi
爔,xi
犔,xi
犠,xi
琋,xi
璽,xi
瘜,xi
睎,xi
瞦,xi
磶,xi
礂,xi
窸,xi
細,xi
綌,xi
緆,xi
縰,xi
繥,xi
绤,xi
習,xi
翖,xi
肹,xi
莃,xi
葈,xi
蒠,xi
蒵,xi
蓆,xi
蕮,xi
蟢,xi
蠵,xi
衋,xi
襲,xi
覡,xi
覤,xi
譆,xi
豀,xi
豨,xi
豯,xi
貕,xi
赥,xi
赩,xi
趇,xi
趘,xi
蹝,xi
躧,xi
郋,xi
郤,xi
鄎,xi
酅,xi
釳,xi
釸,xi
鈢,xi
鎴,xi
鏭,xi
鑴,xi
隟,xi
隵,xi
霫,xi
霼,xi
飁,xi
餏,xi
餼,xi
饻,xi
騱,xi
騽,xi
驨,xi
鯑,xi
鰼,xi
鱚,xi
鳛,xi
鵗,xi
鸂,xi
黖,xi
下,xia
峡,xia
瞎,xia
霞,xia
狭,xia
匣,xia
侠,xia
狎,xia
黠,xia
硖,xia
罅,xia
遐,xia
瑕,xia
丅,xia
俠,xia
傄,xia
圷,xia
峽,xia
懗,xia
敮,xia
梺,xia
炠,xia
烚,xia
煆,xia
狹,xia
珨,xia
疜,xia
睱,xia
硤,xia
碬,xia
祫,xia
筪,xia
縖,xia
翈,xia
舝,xia
舺,xia
蕸,xia
谺,xia
赮,xia
鍜,xia
鎋,xia
鏬,xia
閕,xia
陜,xia
陿,xia
颬,xia
騢,xia
魻,xia
鰕,xia
鶷,xia
先,xian
线,xian
现,xian
显,xian
闲,xian
献,xian
嫌,xian
陷,xian
鲜,xian
弦,xian
衔,xian
咸,xian
锨,xian
仙,xian
腺,xian
贤,xian
舷,xian
藓,xian
岘,xian
痫,xian
籼,xian
娴,xian
蚬,xian
猃,xian
祆,xian
跹,xian
酰,xian
暹,xian
氙,xian
鹇,xian
筅,xian
仚,xian
佡,xian
僊,xian
僩,xian
僲,xian
僴,xian
咞,xian
哯,xian
啣,xian
嘕,xian
垷,xian
奾,xian
姭,xian
娹,xian
婱,xian
嫺,xian
嫻,xian
尟,xian
尠,xian
屳,xian
峴,xian
幰,xian
廯,xian
忺,xian
憪,xian
憲,xian
憸,xian
挦,xian
搟,xian
撊,xian
攇,xian
晛,xian
櫶,xian
毨,xian
澖,xian
瀗,xian
灦,xian
烍,xian
狝,xian
獫,xian
獮,xian
玁,xian
珗,xian
現,xian
甉,xian
癇,xian
癎,xian
県,xian
睍,xian
禒,xian
秈,xian
箲,xian
粯,xian
絤,xian
綫,xian
線,xian
繊,xian
缐,xian
胘,xian
